transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN0000000682,2024-05-14 17:31:03,P2M,Food,1347,SUCCESS,26-35,26-35,Maharashtra,Kotak,SBI,Android,3G,0,17,Tuesday,0
TXN0000000683,2024-08-17 17:52:49,P2M,Utilities,1423,SUCCESS,56+,18-25,Uttar Pradesh,HDFC,SBI,Android,3G,0,17,Saturday,1
TXN0000000684,2024-11-11 20:35:40,P2M,Shopping,3969,FAILED,46-55,56+,Karnataka,SBI,SBI,iOS,5G,0,20,Monday,0
TXN0000000685,2024-01-09 10:41:41,P2P,Other,598,SUCCESS,26-35,36-45,Tamil Nadu,IndusInd,SBI,Android,4G,0,10,Tuesday,0
TXN0000000686,2024-01-20 21:38:24,P2M,Entertainment,237,SUCCESS,46-55,18-25,Karnataka,PNB,SBI,iOS,4G,0,21,Saturday,1
TXN0000000687,2024-11-11 06:54:28,P2M,Shopping,1880,SUCCESS,36-45,36-45,Karnataka,IndusInd,SBI,Android,4G,0,6,Monday,0
TXN0000000688,2024-04-08 20:23:39,P2M,Fuel,516,SUCCESS,26-35,36-45,Gujarat,HDFC,SBI,Android,WiFi,0,20,Monday,0
TXN0000000689,2024-10-25 23:37:04,P2P,Food,164,SUCCESS,18-25,46-55,Telangana,PNB,Yes Bank,Android,4G,0,23,Friday,0
TXN0000000690,2024-02-04 18:09:07,P2M,Grocery,3200,SUCCESS,26-35,26-35,Maharashtra,SBI,Yes Bank,iOS,4G,0,18,Sunday,1
TXN0000000691,2024-06-27 13:51:36,P2P,Education,1719,SUCCESS,36-45,18-25,Telangana,HDFC,SBI,Android,WiFi,0,13,Thursday,0
TXN0000000692,2024-03-11 20:04:51,P2M,Other,203,SUCCESS,26-35,18-25,Rajasthan,SBI,Kotak,Android,WiFi,0,20,Monday,0
TXN0000000693,2024-06-09 16:07:05,Bill Payment,Fuel,2126,SUCCESS,26-35,26-35,Maharashtra,Axis,Yes Bank,Android,5G,0,16,Sunday,1
TXN0000000694,2024-09-13 16:41:40,P2P,Fuel,1437,SUCCESS,36-45,26-35,Gujarat,ICICI,ICICI,iOS,WiFi,0,16,Friday,0
TXN0000000695,2024-01-18 12:12:07,P2P,Utilities,2228,SUCCESS,36-45,18-25,Telangana,SBI,Axis,Android,4G,0,12,Thursday,0
TXN0000000696,2024-01-10 01:41:31,P2P,Education,1312,FAILED,36-45,18-25,Telangana,SBI,HDFC,Android,4G,0,1,Wednesday,0
TXN0000000697,2024-01-04 05:05:34,P2P,Utilities,5764,SUCCESS,18-25,26-35,Tamil Nadu,SBI,IndusInd,Android,4G,0,5,Thursday,0
TXN0000000698,2024-11-19 10:09:14,Bill Payment,Grocery,3765,SUCCESS,26-35,18-25,Uttar Pradesh,ICICI,HDFC,iOS,5G,0,10,Tuesday,0
TXN0000000699,2024-08-08 21:59:44,P2M,Utilities,3122,SUCCESS,36-45,18-25,Maharashtra,SBI,PNB,Android,5G,0,21,Thursday,0
TXN0000000700,2024-09-29 21:11:07,P2P,Shopping,440,SUCCESS,36-45,36-45,Maharashtra,Yes Bank,IndusInd,iOS,4G,0,21,Sunday,1
TXN0000000701,2024-06-16 23:19:00,P2P,Food,1070,SUCCESS,36-45,36-45,Telangana,IndusInd,IndusInd,Web,4G,0,23,Sunday,1
TXN0000000702,2024-06-28 18:54:06,P2P,Healthcare,421,SUCCESS,18-25,26-35,Maharashtra,ICICI,IndusInd,Android,WiFi,0,18,Friday,0
TXN0000000703,2024-04-18 20:18:40,P2M,Grocery,2055,SUCCESS,26-35,36-45,West Bengal,PNB,ICICI,Android,5G,0,20,Thursday,0
TXN0000000704,2024-07-23 18:27:30,P2P,Shopping,4081,SUCCESS,18-25,56+,Telangana,SBI,HDFC,iOS,4G,0,18,Tuesday,0
TXN0000000705,2024-03-18 15:52:43,P2M,Food,1659,SUCCESS,26-35,36-45,Maharashtra,SBI,Yes Bank,Android,4G,0,15,Monday,0
TXN0000000706,2024-05-01 18:23:47,P2P,Grocery,314,SUCCESS,46-55,26-35,Tamil Nadu,SBI,Kotak,Android,4G,0,18,Wednesday,0
TXN0000000707,2024-04-29 19:48:14,Bill Payment,Fuel,2962,SUCCESS,18-25,26-35,Karnataka,SBI,Yes Bank,Android,4G,0,19,Monday,0
TXN0000000708,2024-12-25 16:42:09,P2P,Grocery,197,SUCCESS,18-25,46-55,Maharashtra,ICICI,IndusInd,iOS,4G,0,16,Wednesday,0
TXN0000000709,2024-04-11 10:16:40,P2P,Transport,105,SUCCESS,36-45,26-35,Andhra Pradesh,Axis,PNB,Android,4G,0,10,Thursday,0
TXN0000000710,2024-02-27 17:09:25,P2M,Food,103,SUCCESS,18-25,36-45,Uttar Pradesh,Yes Bank,Axis,Android,WiFi,0,17,Tuesday,0
TXN0000000711,2024-05-02 22:55:34,P2P,Other,324,SUCCESS,18-25,18-25,West Bengal,IndusInd,Axis,iOS,4G,0,22,Thursday,0
TXN0000000712,2024-06-07 13:19:21,P2M,Transport,131,SUCCESS,26-35,36-45,Gujarat,Axis,SBI,Android,5G,0,13,Friday,0
TXN0000000713,2024-03-05 22:55:24,P2P,Utilities,3092,SUCCESS,26-35,18-25,Andhra Pradesh,Axis,ICICI,Android,4G,0,22,Tuesday,0
TXN0000000714,2024-07-08 21:30:13,P2M,Transport,40,SUCCESS,36-45,36-45,Maharashtra,SBI,HDFC,Web,4G,0,21,Monday,0
TXN0000000715,2024-09-01 23:57:16,Bill Payment,Entertainment,258,SUCCESS,46-55,26-35,Telangana,Axis,SBI,Android,5G,0,23,Sunday,1
TXN0000000716,2024-04-22 11:33:54,P2P,Shopping,6048,SUCCESS,18-25,18-25,Tamil Nadu,HDFC,ICICI,Android,4G,0,11,Monday,0
TXN0000000717,2024-04-07 19:57:01,P2M,Transport,563,SUCCESS,26-35,46-55,Telangana,HDFC,SBI,Android,4G,0,19,Sunday,1
TXN0000000718,2024-03-19 16:20:57,P2M,Grocery,1835,SUCCESS,18-25,26-35,Tamil Nadu,ICICI,SBI,Android,5G,0,16,Tuesday,0
TXN0000000719,2024-09-30 23:00:47,P2M,Transport,85,SUCCESS,56+,18-25,Maharashtra,Kotak,Axis,iOS,4G,0,23,Monday,0
TXN0000000720,2024-04-25 19:50:47,P2P,Grocery,883,SUCCESS,26-35,26-35,Delhi,SBI,Yes Bank,Android,5G,0,19,Thursday,0
TXN0000000721,2024-07-12 12:10:46,P2P,Entertainment,899,SUCCESS,18-25,18-25,Uttar Pradesh,HDFC,Yes Bank,Android,4G,0,12,Friday,0
TXN0000000722,2024-05-12 23:48:34,Bill Payment,Education,573,SUCCESS,26-35,36-45,Karnataka,Yes Bank,HDFC,Android,5G,0,23,Sunday,1
TXN0000000723,2024-03-14 19:56:36,P2M,Fuel,324,SUCCESS,26-35,36-45,Karnataka,SBI,Axis,Android,WiFi,0,19,Thursday,0
TXN0000000724,2024-12-19 05:54:01,P2M,Grocery,96,SUCCESS,26-35,36-45,Maharashtra,PNB,Yes Bank,Android,5G,0,5,Thursday,0
TXN0000000725,2024-01-20 21:05:50,P2M,Grocery,151,SUCCESS,56+,56+,Telangana,Yes Bank,PNB,Android,5G,0,21,Saturday,1
TXN0000000726,2024-12-27 08:56:40,P2M,Utilities,266,SUCCESS,36-45,26-35,Maharashtra,IndusInd,Kotak,Android,4G,0,8,Friday,0
TXN0000000727,2024-02-20 19:50:46,Bill Payment,Shopping,188,SUCCESS,36-45,36-45,Uttar Pradesh,Yes Bank,SBI,Android,4G,0,19,Tuesday,0
TXN0000000728,2024-11-26 15:53:03,P2P,Utilities,1682,SUCCESS,26-35,26-35,Andhra Pradesh,PNB,Kotak,Android,4G,0,15,Tuesday,0
TXN0000000729,2024-10-05 10:30:15,P2M,Other,927,SUCCESS,46-55,56+,Telangana,SBI,Yes Bank,Android,5G,0,10,Saturday,1
TXN0000000730,2024-12-23 10:33:41,Bill Payment,Fuel,318,SUCCESS,26-35,36-45,Uttar Pradesh,ICICI,HDFC,Android,5G,0,10,Monday,0
TXN0000000731,2024-10-14 18:41:55,P2M,Fuel,973,SUCCESS,36-45,18-25,Karnataka,HDFC,PNB,Android,WiFi,0,18,Monday,0
TXN0000000732,2024-07-09 14:46:51,P2P,Fuel,619,SUCCESS,26-35,26-35,Delhi,Kotak,SBI,Android,4G,0,14,Tuesday,0
TXN0000000733,2024-02-14 21:40:37,Bill Payment,Other,243,SUCCESS,36-45,26-35,Karnataka,Axis,SBI,Android,4G,0,21,Wednesday,0
TXN0000000734,2024-04-16 10:26:00,P2P,Utilities,4103,SUCCESS,26-35,36-45,Karnataka,Axis,ICICI,Web,4G,0,10,Tuesday,0
TXN0000000735,2024-04-20 09:39:40,P2M,Shopping,738,SUCCESS,26-35,56+,Uttar Pradesh,SBI,SBI,Android,3G,0,9,Saturday,1
TXN0000000736,2024-12-15 20:09:29,P2M,Shopping,440,SUCCESS,46-55,26-35,Andhra Pradesh,SBI,PNB,Android,4G,0,20,Sunday,1
TXN0000000737,2024-08-26 21:59:59,Bill Payment,Grocery,2150,SUCCESS,26-35,18-25,Tamil Nadu,SBI,HDFC,Android,3G,0,21,Monday,0
TXN0000000738,2024-05-31 15:37:13,P2M,Other,412,SUCCESS,26-35,36-45,Maharashtra,HDFC,PNB,iOS,4G,0,15,Friday,0
TXN0000000739,2024-07-26 07:02:57,Bill Payment,Transport,69,FAILED,36-45,26-35,Andhra Pradesh,Yes Bank,IndusInd,iOS,4G,0,7,Friday,0
TXN0000000740,2024-06-21 18:51:00,P2P,Fuel,1742,SUCCESS,18-25,26-35,West Bengal,HDFC,SBI,Android,5G,0,18,Friday,0
TXN0000000741,2024-10-30 17:37:20,Recharge,Healthcare,361,SUCCESS,18-25,18-25,Karnataka,SBI,ICICI,Android,5G,1,17,Wednesday,0
TXN0000000742,2024-10-07 10:06:31,P2P,Entertainment,288,SUCCESS,56+,36-45,Uttar Pradesh,ICICI,ICICI,Android,4G,0,10,Monday,0
TXN0000000743,2024-05-23 21:56:47,P2P,Food,152,SUCCESS,18-25,26-35,West Bengal,Kotak,Axis,Android,4G,0,21,Thursday,0
TXN0000000744,2024-03-06 23:50:07,Bill Payment,Food,282,SUCCESS,36-45,26-35,Gujarat,Kotak,IndusInd,Android,5G,0,23,Wednesday,0
TXN0000000745,2024-08-15 12:52:08,P2P,Transport,90,SUCCESS,18-25,36-45,Andhra Pradesh,PNB,SBI,Android,4G,0,12,Thursday,0
TXN0000000746,2024-12-04 16:12:23,Bill Payment,Entertainment,104,SUCCESS,36-45,18-25,Tamil Nadu,SBI,HDFC,Web,5G,0,16,Wednesday,0
TXN0000000747,2024-11-25 15:53:22,Bill Payment,Entertainment,169,SUCCESS,26-35,46-55,Delhi,PNB,IndusInd,Android,4G,0,15,Monday,0
TXN0000000748,2024-09-04 14:26:10,P2P,Other,2333,SUCCESS,46-55,18-25,Tamil Nadu,PNB,SBI,Android,5G,0,14,Wednesday,0
TXN0000000749,2024-05-19 13:12:01,P2P,Healthcare,231,SUCCESS,18-25,36-45,Rajasthan,Kotak,SBI,Android,4G,0,13,Sunday,1
TXN0000000750,2024-05-09 11:49:54,Bill Payment,Food,1257,SUCCESS,26-35,26-35,Karnataka,Yes Bank,SBI,Android,4G,0,11,Thursday,0
TXN0000000751,2024-05-22 20:48:41,P2M,Other,2293,SUCCESS,36-45,26-35,Maharashtra,HDFC,IndusInd,iOS,4G,0,20,Wednesday,0
TXN0000000752,2024-07-28 11:25:51,P2P,Grocery,1771,SUCCESS,36-45,18-25,Telangana,SBI,PNB,iOS,5G,0,11,Sunday,1
TXN0000000753,2024-11-24 13:20:04,Bill Payment,Other,1233,SUCCESS,36-45,56+,Maharashtra,PNB,SBI,Android,4G,0,13,Sunday,1
TXN0000000754,2024-01-07 10:12:48,Bill Payment,Shopping,1232,SUCCESS,18-25,26-35,Maharashtra,HDFC,SBI,iOS,3G,0,10,Sunday,1
TXN0000000755,2024-08-28 17:18:19,P2M,Food,155,SUCCESS,26-35,18-25,Telangana,HDFC,Yes Bank,Android,4G,0,17,Wednesday,0
TXN0000000756,2024-08-24 19:03:28,Bill Payment,Fuel,620,SUCCESS,26-35,36-45,Telangana,IndusInd,Axis,Android,5G,0,19,Saturday,1
TXN0000000757,2024-03-08 07:56:52,P2P,Fuel,1424,SUCCESS,36-45,26-35,Delhi,PNB,Kotak,Android,WiFi,0,7,Friday,0
TXN0000000758,2024-10-17 13:25:32,P2M,Food,507,SUCCESS,46-55,18-25,Rajasthan,PNB,Kotak,Android,4G,0,13,Thursday,0
TXN0000000759,2024-01-05 12:14:30,P2P,Food,627,SUCCESS,26-35,46-55,Maharashtra,SBI,Kotak,Android,5G,0,12,Friday,0
TXN0000000760,2024-09-24 11:41:44,P2M,Transport,811,SUCCESS,18-25,36-45,Delhi,PNB,SBI,Android,4G,0,11,Tuesday,0
TXN0000000761,2024-07-14 16:26:17,P2P,Entertainment,162,SUCCESS,36-45,18-25,Maharashtra,Axis,ICICI,iOS,5G,0,16,Sunday,1
TXN0000000762,2024-03-24 11:46:54,Recharge,Transport,75,SUCCESS,36-45,26-35,Uttar Pradesh,Kotak,SBI,Android,WiFi,0,11,Sunday,1
TXN0000000763,2024-08-18 21:28:50,P2P,Transport,458,SUCCESS,46-55,56+,Andhra Pradesh,SBI,PNB,Android,5G,0,21,Sunday,1
TXN0000000764,2024-07-10 18:09:12,P2P,Food,348,SUCCESS,26-35,18-25,Delhi,IndusInd,IndusInd,Android,4G,0,18,Wednesday,0
TXN0000000765,2024-09-01 13:48:17,P2P,Education,1931,SUCCESS,36-45,36-45,Maharashtra,IndusInd,Axis,Android,4G,0,13,Sunday,1
TXN0000000766,2024-12-13 12:07:54,P2P,Other,928,SUCCESS,26-35,26-35,Delhi,SBI,Axis,Android,4G,0,12,Friday,0
TXN0000000767,2024-01-28 17:14:06,P2M,Shopping,1440,SUCCESS,18-25,18-25,Maharashtra,SBI,SBI,Android,5G,0,17,Sunday,1
TXN0000000768,2024-09-21 12:51:30,P2M,Other,757,SUCCESS,36-45,46-55,Gujarat,HDFC,Kotak,Android,5G,0,12,Saturday,1
TXN0000000769,2024-06-06 19:12:26,P2M,Other,590,SUCCESS,26-35,26-35,Gujarat,HDFC,PNB,Android,5G,0,19,Thursday,0
TXN0000000770,2024-07-02 10:38:06,P2M,Fuel,4229,SUCCESS,36-45,36-45,Karnataka,SBI,SBI,Android,5G,0,10,Tuesday,0
TXN0000000771,2024-09-22 10:27:29,P2M,Fuel,426,SUCCESS,46-55,56+,Tamil Nadu,Axis,Axis,Android,5G,0,10,Sunday,1
TXN0000000772,2024-11-27 18:29:41,P2M,Grocery,469,SUCCESS,46-55,36-45,West Bengal,SBI,IndusInd,Android,WiFi,0,18,Wednesday,0
TXN0000000773,2024-03-14 21:37:24,P2M,Fuel,373,SUCCESS,18-25,56+,Uttar Pradesh,PNB,Yes Bank,Android,4G,0,21,Thursday,0
TXN0000000774,2024-07-23 13:20:41,P2P,Fuel,2033,SUCCESS,46-55,46-55,Andhra Pradesh,SBI,PNB,Android,4G,0,13,Tuesday,0
TXN0000000775,2024-09-25 19:48:42,P2M,Utilities,3086,SUCCESS,46-55,26-35,Maharashtra,IndusInd,PNB,iOS,4G,0,19,Wednesday,0
TXN0000000776,2024-02-07 16:48:27,P2P,Grocery,2044,SUCCESS,18-25,36-45,Maharashtra,SBI,ICICI,Android,5G,0,16,Wednesday,0
TXN0000000777,2024-08-01 16:58:02,P2P,Utilities,259,FAILED,26-35,56+,Andhra Pradesh,Yes Bank,ICICI,Android,4G,0,16,Thursday,0
TXN0000000778,2024-12-29 06:52:40,P2P,Entertainment,487,FAILED,26-35,18-25,Maharashtra,SBI,IndusInd,Android,3G,0,6,Sunday,1
TXN0000000779,2024-05-12 17:20:54,P2P,Utilities,2587,SUCCESS,26-35,18-25,Rajasthan,SBI,SBI,iOS,4G,0,17,Sunday,1
TXN0000000780,2024-09-10 16:07:43,P2P,Transport,107,SUCCESS,26-35,36-45,Karnataka,Kotak,SBI,Android,3G,0,16,Tuesday,0
TXN0000000781,2024-03-30 20:20:49,P2P,Fuel,403,SUCCESS,18-25,36-45,West Bengal,SBI,SBI,Android,4G,0,20,Saturday,1
TXN0000000782,2024-05-02 13:43:34,Recharge,Entertainment,194,SUCCESS,26-35,56+,Maharashtra,PNB,Yes Bank,Android,4G,0,13,Thursday,0
TXN0000000783,2024-05-21 06:32:12,P2P,Utilities,421,SUCCESS,36-45,46-55,West Bengal,Kotak,Yes Bank,Android,4G,0,6,Tuesday,0
TXN0000000784,2024-03-23 11:02:46,Recharge,Entertainment,187,SUCCESS,26-35,36-45,Delhi,SBI,Kotak,Android,5G,0,11,Saturday,1
TXN0000000785,2024-10-24 09:48:52,P2M,Shopping,2109,SUCCESS,18-25,36-45,Tamil Nadu,ICICI,ICICI,Android,WiFi,0,9,Thursday,0
TXN0000000786,2024-12-14 10:58:55,P2P,Transport,46,SUCCESS,26-35,36-45,Uttar Pradesh,PNB,Axis,iOS,WiFi,0,10,Saturday,1
TXN0000000787,2024-08-06 10:13:53,Bill Payment,Utilities,8818,SUCCESS,46-55,36-45,Telangana,Yes Bank,SBI,Android,5G,0,10,Tuesday,0
TXN0000000788,2024-01-30 19:13:26,P2M,Shopping,223,SUCCESS,36-45,26-35,Rajasthan,PNB,HDFC,Android,4G,0,19,Tuesday,0
TXN0000000789,2024-02-23 20:30:13,P2P,Grocery,2769,SUCCESS,46-55,26-35,Uttar Pradesh,ICICI,Axis,iOS,4G,0,20,Friday,0
TXN0000000790,2024-01-02 21:28:12,P2M,Other,309,SUCCESS,26-35,26-35,West Bengal,Axis,ICICI,Android,3G,0,21,Tuesday,0
TXN0000000791,2024-03-03 11:30:25,P2P,Utilities,5529,SUCCESS,26-35,18-25,Uttar Pradesh,IndusInd,ICICI,Android,4G,0,11,Sunday,1
TXN0000000792,2024-01-07 17:46:08,P2P,Shopping,314,SUCCESS,36-45,18-25,West Bengal,Yes Bank,IndusInd,iOS,5G,0,17,Sunday,1
TXN0000000793,2024-12-21 18:10:50,P2P,Utilities,2543,SUCCESS,36-45,36-45,Tamil Nadu,HDFC,HDFC,Android,4G,0,18,Saturday,1
TXN0000000794,2024-06-04 06:16:11,P2M,Utilities,2016,SUCCESS,18-25,26-35,Andhra Pradesh,ICICI,PNB,Android,4G,0,6,Tuesday,0
TXN0000000795,2024-06-29 16:48:55,P2P,Food,228,SUCCESS,26-35,26-35,Andhra Pradesh,ICICI,PNB,Android,4G,0,16,Saturday,1
TXN0000000796,2024-12-08 08:08:09,Bill Payment,Transport,321,SUCCESS,36-45,18-25,Karnataka,HDFC,SBI,iOS,4G,0,8,Sunday,1
TXN0000000797,2024-06-12 16:59:50,P2P,Food,124,SUCCESS,26-35,18-25,Karnataka,HDFC,ICICI,Android,5G,0,16,Wednesday,0
TXN0000000798,2024-12-27 20:27:20,P2M,Fuel,1069,SUCCESS,36-45,56+,Tamil Nadu,PNB,Kotak,Android,4G,0,20,Friday,0
TXN0000000799,2024-04-22 00:57:39,P2M,Grocery,2124,SUCCESS,18-25,18-25,Uttar Pradesh,Yes Bank,Yes Bank,Android,4G,0,0,Monday,0
TXN0000000800,2024-01-10 17:34:44,Bill Payment,Fuel,1357,SUCCESS,18-25,18-25,West Bengal,Axis,HDFC,Web,4G,0,17,Wednesday,0
TXN0000000801,2024-04-27 19:38:28,Bill Payment,Shopping,2536,SUCCESS,36-45,18-25,Karnataka,PNB,Axis,Android,5G,0,19,Saturday,1
TXN0000000802,2024-12-19 21:26:04,P2P,Other,1446,SUCCESS,18-25,36-45,Telangana,Axis,SBI,Android,4G,0,21,Thursday,0
TXN0000000803,2024-09-06 12:43:13,P2M,Shopping,7271,SUCCESS,26-35,36-45,Tamil Nadu,HDFC,ICICI,iOS,4G,0,12,Friday,0
TXN0000000804,2024-06-13 11:11:18,Bill Payment,Grocery,512,SUCCESS,18-25,36-45,Uttar Pradesh,Yes Bank,ICICI,iOS,4G,0,11,Thursday,0
TXN0000000805,2024-10-07 21:51:21,P2P,Food,113,SUCCESS,18-25,26-35,Maharashtra,IndusInd,ICICI,Android,4G,0,21,Monday,0
TXN0000000806,2024-08-11 22:38:01,Bill Payment,Transport,78,SUCCESS,26-35,18-25,West Bengal,IndusInd,HDFC,Android,4G,0,22,Sunday,1
TXN0000000807,2024-06-21 12:17:52,P2P,Other,375,SUCCESS,18-25,36-45,Telangana,Yes Bank,Kotak,Android,5G,0,12,Friday,0
TXN0000000808,2024-09-13 13:34:37,P2M,Fuel,776,SUCCESS,26-35,18-25,Maharashtra,SBI,SBI,Android,4G,0,13,Friday,0
TXN0000000809,2024-08-15 11:37:33,P2M,Grocery,1878,SUCCESS,56+,36-45,Maharashtra,Kotak,SBI,Android,5G,0,11,Thursday,0
TXN0000000810,2024-11-29 17:49:51,P2P,Other,442,SUCCESS,26-35,26-35,Maharashtra,PNB,HDFC,Android,4G,0,17,Friday,0
TXN0000000811,2024-09-21 17:53:26,P2P,Healthcare,1048,SUCCESS,56+,36-45,Delhi,Kotak,ICICI,Android,5G,0,17,Saturday,1
TXN0000000812,2024-11-30 16:06:05,P2P,Utilities,154,SUCCESS,26-35,26-35,West Bengal,SBI,Kotak,Android,4G,0,16,Saturday,1
TXN0000000813,2024-12-11 14:54:16,Bill Payment,Food,1028,SUCCESS,36-45,26-35,Telangana,Axis,SBI,iOS,4G,0,14,Wednesday,0
TXN0000000814,2024-06-15 08:19:34,P2P,Transport,518,SUCCESS,26-35,36-45,West Bengal,Axis,Axis,Android,5G,0,8,Saturday,1
TXN0000000815,2024-02-10 18:43:15,P2M,Grocery,342,SUCCESS,26-35,18-25,Uttar Pradesh,IndusInd,Axis,Android,4G,0,18,Saturday,1
TXN0000000816,2024-06-13 11:18:42,P2P,Utilities,170,SUCCESS,18-25,26-35,Andhra Pradesh,Kotak,Kotak,Android,4G,0,11,Thursday,0
TXN0000000817,2024-03-09 18:26:12,P2P,Grocery,3953,SUCCESS,36-45,26-35,Maharashtra,HDFC,Axis,Android,4G,0,18,Saturday,1
TXN0000000818,2024-06-08 10:14:46,P2P,Shopping,746,SUCCESS,26-35,18-25,Andhra Pradesh,HDFC,SBI,Android,4G,0,10,Saturday,1
TXN0000000819,2024-10-06 19:08:26,P2M,Transport,646,SUCCESS,18-25,36-45,Tamil Nadu,SBI,SBI,Android,5G,0,19,Sunday,1
TXN0000000820,2024-04-27 22:35:34,P2M,Grocery,834,FAILED,26-35,36-45,Telangana,ICICI,HDFC,Android,4G,0,22,Saturday,1
TXN0000000821,2024-05-29 17:47:12,P2M,Other,1020,SUCCESS,36-45,46-55,Maharashtra,IndusInd,PNB,Android,5G,0,17,Wednesday,0
TXN0000000822,2024-06-05 11:42:00,P2P,Other,498,SUCCESS,26-35,46-55,Tamil Nadu,Kotak,ICICI,Android,4G,0,11,Wednesday,0
TXN0000000823,2024-07-21 20:13:25,P2M,Food,1151,SUCCESS,18-25,36-45,Delhi,Kotak,IndusInd,iOS,4G,0,20,Sunday,1
TXN0000000824,2024-11-19 04:00:40,P2P,Transport,690,SUCCESS,18-25,26-35,Uttar Pradesh,IndusInd,SBI,Android,4G,0,4,Tuesday,0
TXN0000000825,2024-02-22 18:29:29,P2P,Grocery,100,SUCCESS,56+,26-35,Maharashtra,Axis,ICICI,Android,WiFi,0,18,Thursday,0
TXN0000000826,2024-11-06 11:55:58,P2P,Other,1490,SUCCESS,26-35,26-35,Tamil Nadu,Axis,SBI,Android,5G,0,11,Wednesday,0
TXN0000000827,2024-03-10 15:23:48,P2P,Utilities,2528,SUCCESS,36-45,18-25,Delhi,HDFC,PNB,Android,4G,0,15,Sunday,1
TXN0000000828,2024-04-18 12:58:05,P2P,Shopping,5140,SUCCESS,36-45,26-35,Andhra Pradesh,Yes Bank,ICICI,Android,4G,0,12,Thursday,0
TXN0000000829,2024-03-17 11:11:54,P2M,Shopping,536,SUCCESS,18-25,36-45,Gujarat,SBI,IndusInd,Android,3G,0,11,Sunday,1
TXN0000000830,2024-12-03 19:13:02,P2M,Grocery,190,SUCCESS,18-25,18-25,Maharashtra,ICICI,Kotak,Android,WiFi,0,19,Tuesday,0
TXN0000000831,2024-10-25 11:10:42,P2M,Other,434,SUCCESS,18-25,18-25,Andhra Pradesh,Axis,HDFC,Android,5G,0,11,Friday,0
TXN0000000832,2024-12-30 10:49:01,P2M,Food,206,SUCCESS,26-35,26-35,Tamil Nadu,Kotak,Kotak,Android,4G,0,10,Monday,0
TXN0000000833,2024-08-15 18:15:49,P2P,Food,303,SUCCESS,36-45,18-25,Karnataka,SBI,HDFC,iOS,4G,0,18,Thursday,0
TXN0000000834,2024-05-10 20:34:01,P2P,Shopping,2405,SUCCESS,18-25,26-35,Gujarat,Yes Bank,Axis,Android,4G,0,20,Friday,0
TXN0000000835,2024-06-05 12:41:49,P2M,Utilities,968,SUCCESS,36-45,26-35,Rajasthan,IndusInd,SBI,Android,3G,0,12,Wednesday,0
TXN0000000836,2024-10-24 08:03:05,Bill Payment,Shopping,811,SUCCESS,26-35,26-35,Karnataka,PNB,HDFC,iOS,4G,0,8,Thursday,0
TXN0000000837,2024-03-09 20:46:35,P2P,Food,2322,SUCCESS,36-45,26-35,Uttar Pradesh,Yes Bank,IndusInd,Android,4G,0,20,Saturday,1
TXN0000000838,2024-12-17 13:25:32,P2M,Food,204,SUCCESS,26-35,18-25,Delhi,PNB,Kotak,Android,5G,0,13,Tuesday,0
TXN0000000839,2024-06-05 11:22:44,P2P,Food,298,SUCCESS,26-35,36-45,Rajasthan,SBI,Axis,Android,4G,0,11,Wednesday,0
TXN0000000840,2024-01-27 19:26:17,P2M,Transport,135,SUCCESS,26-35,18-25,Uttar Pradesh,Kotak,PNB,Android,WiFi,0,19,Saturday,1
TXN0000000841,2024-02-26 18:50:02,P2P,Shopping,129,SUCCESS,46-55,26-35,Rajasthan,IndusInd,PNB,Android,4G,0,18,Monday,0
TXN0000000842,2024-01-03 23:50:00,P2P,Shopping,539,SUCCESS,56+,18-25,Rajasthan,Kotak,Kotak,Android,3G,0,23,Wednesday,0
TXN0000000843,2024-07-18 20:29:45,P2P,Other,1017,SUCCESS,26-35,26-35,Uttar Pradesh,Yes Bank,Yes Bank,Android,5G,0,20,Thursday,0
TXN0000000844,2024-09-02 11:24:54,Bill Payment,Entertainment,127,SUCCESS,26-35,56+,Tamil Nadu,SBI,Kotak,Android,3G,0,11,Monday,0
TXN0000000845,2024-07-17 10:03:31,Bill Payment,Other,778,SUCCESS,36-45,18-25,Gujarat,SBI,ICICI,Android,4G,0,10,Wednesday,0
TXN0000000846,2024-02-23 01:50:49,P2P,Transport,365,SUCCESS,36-45,36-45,Rajasthan,SBI,Kotak,Android,4G,0,1,Friday,0
TXN0000000847,2024-06-28 13:49:28,P2M,Grocery,845,SUCCESS,36-45,26-35,Karnataka,PNB,HDFC,Web,4G,0,13,Friday,0
TXN0000000848,2024-03-26 19:31:06,P2P,Entertainment,150,SUCCESS,46-55,26-35,Andhra Pradesh,Yes Bank,SBI,Android,5G,0,19,Tuesday,0
TXN0000000849,2024-07-30 16:51:36,P2M,Grocery,1946,FAILED,26-35,56+,Delhi,PNB,IndusInd,Android,5G,0,16,Tuesday,0
TXN0000000850,2024-02-25 18:55:57,P2P,Shopping,358,SUCCESS,46-55,36-45,Telangana,IndusInd,IndusInd,iOS,5G,0,18,Sunday,1
TXN0000000851,2024-09-28 22:15:01,Bill Payment,Shopping,397,SUCCESS,36-45,26-35,Tamil Nadu,Axis,SBI,Android,4G,0,22,Saturday,1
